dataset,extraction,scaling,exp_var,pca_comp,date
pmdeamo,librosa,minmax,0.98,187,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,188,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,189,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,190,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,191,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,192,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,193,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,194,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,195,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,196,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,197,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,198,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,199,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,200,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,201,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,202,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,203,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,204,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,205,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,206,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,207,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,208,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,209,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,210,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,211,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,212,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,213,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,214,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.98,215,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,216,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,217,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,218,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,219,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,220,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,221,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,222,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,223,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,224,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,225,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,226,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,227,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,228,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,229,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,230,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,231,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,232,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,233,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,234,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,235,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,236,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,237,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,238,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,239,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,240,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,241,2019-12-20_14-16-46
pmdeamo,librosa,minmax,0.99,242,2019-12-20_14-16-46
pmdeamo,librosa,robust,1,None,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.27,1,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.4,2,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.54,3,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.58,4,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.61,5,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.63,6,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.66,7,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.67,8,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.69,9,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.71,10,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.72,11,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.73,12,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.75,13,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.75,14,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.76,15,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.77,16,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.78,17,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.79,18,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.79,19,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.8,20,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.8,21,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.81,22,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.82,23,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.82,24,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.83,25,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.83,26,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.83,27,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.84,28,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.84,29,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.85,30,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.85,31,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.85,32,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.86,33,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.86,34,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.86,35,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.86,36,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.87,37,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.87,38,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.87,39,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.88,40,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.88,41,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.88,42,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.88,43,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.89,44,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.89,45,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.89,46,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.89,47,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.89,48,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.9,49,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.9,50,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.9,51,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.9,52,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.9,53,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.9,54,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.91,55,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.91,56,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.91,57,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.91,58,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.91,59,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.91,60,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.92,61,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.92,62,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.92,63,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.92,64,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.92,65,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.92,66,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.92,67,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.92,68,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,69,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,70,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,71,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,72,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,73,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,74,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,75,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,76,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.93,77,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,78,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,79,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,80,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,81,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,82,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,83,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,84,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,85,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,86,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,87,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.94,88,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,89,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,90,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,91,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,92,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,93,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,94,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,95,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,96,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,97,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,98,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,99,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,100,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,101,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.95,102,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,103,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,104,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,105,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,106,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,107,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,108,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,109,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,110,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,111,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,112,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,113,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,114,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,115,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,116,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,117,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,118,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,119,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,120,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,121,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.96,122,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,123,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,124,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,125,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,126,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,127,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,128,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,129,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,130,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,131,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,132,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,133,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,134,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,135,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,136,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,137,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,138,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,139,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,140,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,141,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,142,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,143,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,144,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,145,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,146,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,147,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,148,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,149,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.97,150,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,151,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,152,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,153,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,154,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,155,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,156,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,157,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,158,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,159,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,160,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,161,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,162,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,163,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,164,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,165,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,166,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,167,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,168,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,169,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,170,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,171,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,172,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,173,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,174,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,175,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,176,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,177,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,178,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,179,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,180,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,181,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,182,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,183,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,184,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,185,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,186,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,187,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,188,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,189,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,190,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,191,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,192,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.98,193,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,194,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,195,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,196,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,197,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,198,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,199,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,200,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,201,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,202,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,203,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,204,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,205,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,206,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,207,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,208,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,209,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,210,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,211,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,212,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,213,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,214,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,215,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,216,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,217,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,218,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,219,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,220,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,221,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,222,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,223,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,224,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,225,2019-12-20_14-16-46
pmdeamo,librosa,robust,0.99,226,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,1,None,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.24,1,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.31,2,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.38,3,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.42,4,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.45,5,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.47,6,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.49,7,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.51,8,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.53,9,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.55,10,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.56,11,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.58,12,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.59,13,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.6,14,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.62,15,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.63,16,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.64,17,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.65,18,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.66,19,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.67,20,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.68,21,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.69,22,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.69,23,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.7,24,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.71,25,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.71,26,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.72,27,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.73,28,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.73,29,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.74,30,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.74,31,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.75,32,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.75,33,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.76,34,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.76,35,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.77,36,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.77,37,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.78,38,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.78,39,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.78,40,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.79,41,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.79,42,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.79,43,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.8,44,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.8,45,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.8,46,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.81,47,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.81,48,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.81,49,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.82,50,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.82,51,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.82,52,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.83,53,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.83,54,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.83,55,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.83,56,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.84,57,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.84,58,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.84,59,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.84,60,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.85,61,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.85,62,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.85,63,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.85,64,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.86,65,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.86,66,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.86,67,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.86,68,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.87,69,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.87,70,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.87,71,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.87,72,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.87,73,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.88,74,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.88,75,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.88,76,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.88,77,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.88,78,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.88,79,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.89,80,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.89,81,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.89,82,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.89,83,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.89,84,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.89,85,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.9,86,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.9,87,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.9,88,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.9,89,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.9,90,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.9,91,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.9,92,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.91,93,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.91,94,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.91,95,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.91,96,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.91,97,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.91,98,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.91,99,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.92,100,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.92,101,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.92,102,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.92,103,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.92,104,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.92,105,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.92,106,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.92,107,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,108,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,109,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,110,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,111,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,112,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,113,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,114,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,115,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,116,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.93,117,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,118,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,119,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,120,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,121,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,122,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,123,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,124,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,125,2019-12-20_14-16-46
bal_pmdeamo,librosa,standard,0.94,126,2019-12-20_14-16-46
